@relation train-weka.filters.unsupervised.attribute.NumericToBinary-Rlast

@attribute 'Reaction number' numeric
@attribute 'Reactant 1 name' {CuCl2*2H2O}
@attribute 'Reactant 1 mass (g)' numeric
@attribute 'Reactant 2 name' {HF}
@attribute 'Reactant 2 mass (g)' numeric
@attribute 'Reactant 3 name' {R-aqnHCl}
@attribute 'Reactant 3 mass (g)' numeric
@attribute 'Reactant 4 name' {x}
@attribute 'Reactant 4 mass (g)' numeric
@attribute 'Reactant 5 name' {water}
@attribute 'Reactant 5 mass (g)' numeric
@attribute 'Temp (C)' numeric
@attribute 'Time (h)' numeric
@attribute 'Slow cool' {yes}
@attribute 'pH (x = unknown)' numeric
@attribute Leak {no}
@attribute 'purity (0 = no data in notebook, 1 = multiphase; 2 = single phase)' numeric
@attribute 'outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)' numeric
@attribute Notes string

@data
149.114,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,5,no,2,4,?
149.115,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,7,no,2,4,?
149.116,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,1,no,2,4,?
149.117,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,3,no,2,4,?
149.118,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,5,no,2,4,?
149.119,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,7,no,2,4,?
149.12,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,1,no,2,4,?
149.121,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,3,no,2,4,?
149.122,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,5,no,2,4,?
149.123,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,7,no,2,4,?
149.124,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,1,no,2,4,?
149.125,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,3,no,2,4,?
149.126,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,5,no,2,4,?
149.127,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,7,no,2,4,?
149.128,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,1,no,2,4,?
149.129,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,3,no,2,4,?
149.13,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,5,no,2,4,?
149.131,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,7,no,2,4,?
149.132,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,1,no,2,4,?
149.133,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,3,no,2,4,?
149.134,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,5,no,2,4,?
149.135,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,7,no,2,4,?
149.136,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,1,no,2,4,?
149.137,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,3,no,2,4,?
149.138,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,5,no,2,4,?
149.139,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,7,no,2,4,?
149.14,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,1,no,2,4,?
149.141,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,3,no,2,4,?
149.142,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,5,no,2,4,?
149.143,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,7,no,2,4,?
150,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,1,no,2,4,?
150.49,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,3,no,2,4,?
150.5,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,5,no,2,4,?
150.51,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,7,no,2,4,?
150.52,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,1,no,2,4,?
150.53,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,3,no,2,4,?
150.54,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,5,no,2,4,?
150.55,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,7,no,2,4,?
150.56,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,1,no,2,4,?
150.57,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,3,no,2,4,?
150.58,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,5,no,2,4,?
150.59,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,7,no,2,4,?
150.6,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,1,no,2,4,?
150.61,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,3,no,2,4,?
150.62,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,5,no,2,4,?
150.63,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,7,no,2,4,?
150.64,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,1,no,2,4,?
150.65,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,3,no,2,4,?
150.66,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,5,no,2,4,?
150.67,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,7,no,2,4,?
150.68,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,1,no,2,4,?
150.69,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,3,no,2,4,?
150.7,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,5,no,2,4,?
150.71,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,7,no,2,4,?
150.72,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,1,no,2,4,?
150.73,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,3,no,2,4,?
150.74,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,5,no,2,4,?
150.75,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,7,no,2,4,?
150.76,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,1,no,2,4,?
150.77,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,3,no,2,4,?
150.78,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,5,no,2,4,?
150.79,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,7,no,2,4,?
150.8,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,1,no,2,4,?
150.81,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,3,no,2,4,?
150.82,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,5,no,2,4,?
150.83,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,7,no,2,4,?
150.84,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,1,no,2,4,?
150.85,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,3,no,2,4,?
150.86,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,5,no,2,4,?
150.87,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,7,no,2,4,?
150.88,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,1,no,2,4,?
150.89,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,3,no,2,4,?
150.9,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,5,no,2,4,?
150.91,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,7,no,2,4,?
150.92,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,1,no,2,4,?
150.93,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,3,no,2,4,?
150.94,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,5,no,2,4,?
150.95,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,7,no,2,4,?
150.96,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,1,no,2,4,?
150.97,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,3,no,2,4,?
150.98,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,5,no,2,4,?
150.99,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,7,no,2,4,?
150.1,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,1,no,2,4,?
150.101,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,3,no,2,4,?
150.102,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,5,no,2,4,?
150.103,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,7,no,2,4,?
150.104,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,1,no,2,4,?
150.105,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,3,no,2,4,?
150.106,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,5,no,2,4,?
150.107,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,7,no,2,4,?
150.108,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,1,no,2,4,?
150.109,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,3,no,2,4,?
150.11,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,5,no,2,4,?
150.111,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,7,no,2,4,?
150.112,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,1,no,2,4,?
150.113,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,3,no,2,4,?
150.114,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,5,no,2,4,?
150.115,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,7,no,2,4,?
150.116,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,1,no,2,4,?
150.117,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,3,no,2,4,?
150.118,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,5,no,2,4,?
150.119,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,7,no,2,4,?
150.12,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,1,no,2,4,?
150.121,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,3,no,2,4,?
150.122,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,5,no,2,4,?
150.123,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,7,no,2,4,?
150.124,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,1,no,2,4,?
150.125,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,3,no,2,4,?
150.126,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,5,no,2,4,?
150.127,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,7,no,2,4,?
150.128,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,1,no,2,4,?
150.129,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,3,no,2,4,?
150.13,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,5,no,2,4,?
150.131,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,7,no,2,4,?
150.132,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,1,no,2,4,?
150.133,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,3,no,2,4,?
150.134,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,5,no,2,4,?
150.135,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,7,no,2,4,?
150.136,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,1,no,2,4,?
150.137,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,3,no,2,4,?
150.138,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,5,no,2,4,?
150.139,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,7,no,2,4,?
150.14,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,1,no,2,4,?
150.141,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,3,no,2,4,?
150.142,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,5,no,2,4,?
150.143,CuCl2*2H2O,46.03041,HF,9.202916,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,7,no,2,4,?
151,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,9,90,24,yes,1,no,2,4,?
151.49,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,3,no,2,4,?
151.5,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,5,no,2,4,?
151.51,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,24,yes,7,no,2,4,?
151.52,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,1,no,2,4,?
151.53,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,3,no,2,4,?
151.54,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,5,no,2,4,?
151.55,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,36,yes,7,no,2,4,?
151.56,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,1,no,2,4,?
151.57,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,3,no,2,4,?
151.58,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,5,no,2,4,?
151.59,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,90,48,yes,7,no,2,4,?
151.6,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,1,no,2,4,?
151.61,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,3,no,2,4,?
151.62,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,5,no,2,4,?
151.63,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,24,yes,7,no,2,4,?
151.64,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,1,no,2,4,?
151.65,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,3,no,2,4,?
151.66,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,5,no,2,4,?
151.67,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,36,yes,7,no,2,4,?
151.68,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,1,no,2,4,?
151.69,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,3,no,2,4,?
151.7,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,5,no,2,4,?
151.71,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,110,48,yes,7,no,2,4,?
151.72,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,1,no,2,4,?
151.73,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,3,no,2,4,?
151.74,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,5,no,2,4,?
151.75,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,24,yes,7,no,2,4,?
151.76,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,1,no,2,4,?
151.77,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,3,no,2,4,?
151.78,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,5,no,2,4,?
151.79,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,36,yes,7,no,2,4,?
151.8,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,1,no,2,4,?
151.81,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,3,no,2,4,?
151.82,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,5,no,2,4,?
151.83,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,130,48,yes,7,no,2,4,?
151.84,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,1,no,2,4,?
151.85,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,3,no,2,4,?
151.86,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,5,no,2,4,?
151.87,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,24,yes,7,no,2,4,?
151.88,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,1,no,2,4,?
151.89,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,3,no,2,4,?
151.9,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,5,no,2,4,?
151.91,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,36,yes,7,no,2,4,?
151.92,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,1,no,2,4,?
151.93,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,3,no,2,4,?
151.94,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,5,no,2,4,?
151.95,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,27,150,48,yes,7,no,2,4,?
151.96,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,24,yes,1,no,2,4,?
151.97,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,24,yes,3,no,2,4,?
151.98,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,24,yes,5,no,2,4,?
151.99,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,24,yes,7,no,2,4,?
151.1,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,36,yes,1,no,2,4,?
151.101,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,36,yes,3,no,2,4,?
151.102,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,36,yes,5,no,2,4,?
151.103,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,36,yes,7,no,2,4,?
151.104,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,48,yes,1,no,2,4,?
151.105,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,48,yes,3,no,2,4,?
151.106,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,48,yes,5,no,2,4,?
151.107,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,90,48,yes,7,no,2,4,?
151.108,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,24,yes,1,no,2,4,?
151.109,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,24,yes,3,no,2,4,?
151.11,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,24,yes,5,no,2,4,?
151.111,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,24,yes,7,no,2,4,?
151.112,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,36,yes,1,no,2,4,?
151.113,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,36,yes,3,no,2,4,?
151.114,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,36,yes,5,no,2,4,?
151.115,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,36,yes,7,no,2,4,?
151.116,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,48,yes,1,no,2,4,?
151.117,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,48,yes,3,no,2,4,?
151.118,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,48,yes,5,no,2,4,?
151.119,CuCl2*2H2O,46.03041,HF,5.401712,R-aqnHCl,91.59566,x,-1,water,45,110,48,yes,7,no,2,4,?
